cosco,,,,Error,,COSCO SHIPPING PENG BO,T94
cosco,,,,Error,,COSCO SHIPPING PENG CHENG,T95
cosco,,,,Error,,COSCO SHIPPING PEONY,M67
cosco,,,,[],,COSCO SHIPPING PERU,M69
cosco,,,,[],,COSCO SHIPPING PISCES,M83
cosco,,,,[],,COSCO SHIPPING PLANET,M84
cosco,,,,[],,COSCO SHIPPING RHINE,MGG
cosco,,,,[],,COSCO SHIPPING ROSE,MFJ
cosco,,,,"['Qingdao', 'Ningbo', 'Hong Kong', 'Paranagua', 'Itapoa', 'Montevideo', 'Buenos aires']",,COSCO SHIPPING SAGITTARIUS,MZF
cosco,,,,"['Qingdao', 'Ningbo', 'Hong Kong', 'Paranagua', 'Itapoa', 'Montevideo', 'Buenos aires']",,COSCO SHIPPING SAKURA,N9A
cosco,,,,[],,COSCO SHIPPING SCORPIO,D24
cosco,,,,"['Qingdao', 'Ningbo', 'Nansha', 'Jeddah', 'Sokhna Port']",,COSCO SHIPPING SEINE,D3B
cosco,,,,[],,COSCO SHIPPING SINCERE,D43
cosco,,,,"['Xingang', 'Ningbo', 'Xiamen', 'Qinzhou', 'Jeddah']",,COSCO SHIPPING SOLAR,D44
cosco,,,,[],,COSCO SHIPPING STAR,D70
cosco,,,,"['Shanghai', 'Ningbo', 'Nansha', 'Jeddah']",,COSCO SHIPPING TAURUS,DA8
cosco,,,,[],,COSCO SHIPPING TENG DA,DAW
cosco,,,,[],,COSCO SHIPPING THAMES,DCP
cosco,,,,[],,COSCO SHIPPING UNIVERSE,SWW
cosco,,,,[],,COSCO SHIPPING URUGUAY,S1X
cosco,,,,"['Shanghai', 'Ningbo', 'Shekou', 'Jakarta', 'Surabaya', 'Davao', 'Kaohsiung', 'Shanghai', 'Shanghai', 'Ningbo', 'Shekou', 'Jakarta', 'Surabaya', 'Davao', 'Kaohsiung', 'Shanghai']",,COSCO SHIPPING VIRGO,CAN
cosco,,,,"['Shanghai', 'Xiamen', 'Nansha', 'Singapore', 'Port kelang', 'Penang', 'Port kelang', 'Nansha', 'Shanghai', 'Shanghai', 'Xiamen', 'Nansha', 'Singapore', 'Port kelang', 'Penang', 'Port kelang', 'Nansha', 'Shanghai', 'Shanghai', 'Xiamen', 'Nansha', 'Singapore', 'Port kelang', 'Penang', 'Port kelang', 'Nansha', 'Shanghai']",,COSCO SHIPPING VISION,CAP
cosco,,,,"['Xingang', 'Dalian', 'Qingdao', 'Ningbo', 'Nansha', 'Jakarta', 'Pasir Gudang', 'Singapore', 'Xingang', 'Xingang', 'Dalian', 'Qingdao', 'Ningbo', 'Nansha', 'Jakarta', 'Pasir Gudang', 'Singapore', 'Xingang']",,COSCO SHIPPING VOLGA,CAQ
cosco,,,,"['Singapore', 'Port kelang', 'Fremantle', 'Melbourne', 'Sydney', 'Adelaide', 'Fremantle', 'Singapore', 'Singapore', 'Port kelang', 'Fremantle', 'Sydney', 'Melbourne', 'Adelaide', 'Fremantle', 'Singapore']",,COSCO SHIPPING WISDOM,CAR
cosco,,,,"['Busan', 'Busan', 'Xingang', 'Dalian', 'Busan', 'Busan', 'Busan', 'Xingang', 'Dalian', 'Busan', 'Busan', 'Busan', 'Xingang', 'Dalian', 'Busan', 'Busan', 'Busan', 'Xingang', 'Dalian', 'Busan', 'Busan', 'Busan', 'Xingang', 'Dalian', 'Busan', 'Busan', 'Busan', 'Xingang', 'Dalian', 'Busan']",,COSCO SHIPPING XING WANG,CAS
